,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
135522,144126,低波動股利精選30指數,"5,835.84",-,40.36,-0.69,,,20200629,2020
135523,144127,低貝塔100指數,"5,859.12",-,29.91,-0.51,,,20200629,2020
135524,144128,藍籌30反向一倍指數,"7,481.62",+,75.41,1.02,,,20200629,2020
135525,144129,中小型精選50指數,"5,953.28",-,36.16,-0.60,,,20200629,2020
135526,144130,中小型A級動能50指數,"8,337.96",-,63.20,-0.75,,,20200629,2020
135527,144131,特選高息低波指數,"5,324.16",-,39.38,-0.73,,,20200629,2020
135528,144132,臺灣永續指數,"5,704.01",-,57.82,-1.00,,,20200629,2020
135529,144133,工業菁英30反向一倍指數,"7,993.30",+,121.41,1.54,,,20200629,2020
135530,144134,特選內需高收益指數,"5,755.14",-,10.99,-0.19,,,20200629,2020
135531,144135,價值投資指數,"6,332.57",-,106.57,-1.66,,,20200629,2020
135532,144136,中小型300指數,"6,199.48",-,60.71,-0.97,,,20200629,2020
135533,144137,臺灣勞工權益指數,"5,365.63",-,40.95,-0.76,,,20200629,2020
135534,144138,智慧投資多因子30指數,"4,949.65",-,47.73,-0.96,,,20200629,2020
135535,144139,臺股期貨指數,"5,109.42",-,72.86,-1.41,,,20200629,2020
135536,144140,臺灣上櫃企業社會責任指數,"4,991.96",-,26.71,-0.53,,,20200629,2020
135537,144143,寶島股價報酬指數,"16,825.64",-,157.22,-0.93,,,20200629,2020
135538,144144,發行量加權股價報酬指數,"21,695.37",-,214.03,-0.98,,,20200629,2020
135539,144145,臺灣公司治理100報酬指數,"8,141.12",-,90.72,-1.10,,,20200629,2020
135540,144146,臺灣50報酬指數,"16,858.74",-,189.13,-1.11,,,20200629,2020
135541,144147,臺灣50權重上限30%報酬指數,"16,606.54",-,166.70,-0.99,,,20200629,2020
135542,144148,臺灣中型100報酬指數,"15,641.53",-,137.97,-0.87,,,20200629,2020
135543,144149,臺灣資訊科技股報酬指數,"23,832.44",-,389.83,-1.61,,,20200629,2020
135544,144150,臺灣發達報酬指數,"14,104.93",-,67.84,-0.48,,,20200629,2020
135545,144151,臺灣高股息報酬指數,"14,942.42",-,125.52,-0.83,,,20200629,2020
135546,144152,臺灣就業99報酬指數,"9,098.36",-,83.82,-0.91,,,20200629,2020
135547,144153,臺灣高薪100報酬指數,"7,780.22",-,61.47,-0.78,,,20200629,2020
135548,144154,未含金融電子報酬指數,"22,449.50",-,158.31,-0.70,,,20200629,2020
135549,144155,小型股300報酬指數,"7,878.14",-,64.53,-0.81,,,20200629,2020
135550,144156,水泥類報酬指數,273.46,-,1.35,-0.49,,,20200629,2020
135551,144157,食品類報酬指數,"2,459.28",+,0.46,0.02,,,20200629,2020
135552,144158,塑膠類報酬指數,361.31,-,3.14,-0.86,,,20200629,2020
135553,144159,紡織纖維類報酬指數,739.47,-,9.54,-1.27,,,20200629,2020
135554,144160,電機機械類報酬指數,255.82,+,0.12,0.05,,,20200629,2020
135555,144161,電器電纜類報酬指數,65.57,-,0.63,-0.95,,,20200629,2020
135556,144162,化學生技醫療類報酬指數,151.04,+,1.09,0.73,,,20200629,2020
135557,144163,化學類報酬指數,153.66,-,0.81,-0.52,,,20200629,2020
135558,144164,生技醫療類報酬指數,98.20,+,1.77,1.84,,,20200629,2020
135559,144165,玻璃陶瓷類報酬指數,31.40,-,0.28,-0.88,,,20200629,2020
135560,144166,造紙類報酬指數,302.75,-,1.73,-0.57,,,20200629,2020
135561,144167,鋼鐵類報酬指數,134.39,-,1.40,-1.03,,,20200629,2020
135562,144168,橡膠類報酬指數,338.13,-,3.00,-0.88,,,20200629,2020
135563,144169,汽車類報酬指數,489.39,-,3.99,-0.81,,,20200629,2020
135564,144170,電子工業類報酬指數,889.35,-,10.39,-1.15,,,20200629,2020
135565,144171,半導體類報酬指數,360.82,-,6.42,-1.75,,,20200629,2020
135566,144172,電腦及週邊設備類報酬指數,205.74,-,1.58,-0.76,,,20200629,2020
135567,144173,光電類報酬指數,50.27,-,0.66,-1.30,,,20200629,2020
135568,144174,通信網路類報酬指數,242.00,+,0.93,0.39,,,20200629,2020
135569,144175,電子零組件類報酬指數,204.24,-,2.70,-1.30,,,20200629,2020
135570,144176,電子通路類報酬指數,244.17,-,1.24,-0.51,,,20200629,2020
135571,144177,資訊服務類報酬指數,255.92,-,4.17,-1.60,,,20200629,2020
135572,144178,其他電子類報酬指數,117.60,+,0.90,0.77,,,20200629,2020
135573,144179,建材營造類報酬指數,522.76,-,2.29,-0.44,,,20200629,2020
135574,144180,航運類報酬指數,81.09,-,0.86,-1.05,,,20200629,2020
135575,144181,觀光類報酬指數,117.62,-,1.97,-1.65,,,20200629,2020
135576,144182,金融保險類報酬指數,"1,945.70",-,15.37,-0.78,,,20200629,2020
135577,144183,貿易百貨類報酬指數,392.45,-,4.35,-1.10,,,20200629,2020
135578,144184,油電燃氣類報酬指數,172.45,-,1.36,-0.78,,,20200629,2020
135579,144185,其他類報酬指數,418.86,-,4.56,-1.08,,,20200629,2020
135580,144188,臺灣生技報酬指數,"5,201.18",+,90.46,1.77,,,20200629,2020
135581,144189,臺灣中小型公司治理報酬指數,"7,046.05",-,62.99,-0.89,,,20200629,2020
135582,144190,臺灣IPO報酬指數,"6,245.04",-,46.88,-0.75,,,20200629,2020
135583,144191,智慧中立報酬指數,"4,918.96",+,5.94,0.12,,,20200629,2020
135584,144192,加權指數掩護性臺指買權價外5%報酬指數,"4,795.64",-,44.19,-0.91,,,20200629,2020
135585,144193,臺灣5G報酬指數,"5,609.27",-,77.70,-1.37,,,20200629,2020
135586,144194,臺灣企業社會責任中小型報酬指數,"4,985.41",-,41.44,-0.82,,,20200629,2020
135587,144197,漲升股利150報酬指數,"7,402.54",-,79.51,-1.06,,,20200629,2020
135588,144198,漲升股利100報酬指數,"7,430.39",-,81.47,-1.08,,,20200629,2020
135589,144199,藍籌30報酬指數,"7,002.93",-,72.03,-1.02,,,20200629,2020
135590,144200,工業菁英30報酬指數,"7,530.70",-,117.98,-1.54,,,20200629,2020
135591,144201,電子菁英30報酬指數,"7,538.82",-,73.44,-0.96,,,20200629,2020
135592,144202,低波動股利精選30報酬指數,"6,690.38",-,37.80,-0.56,,,20200629,2020
135593,144203,低貝塔100報酬指數,"6,720.89",-,31.07,-0.46,,,20200629,2020
135594,144204,中小型精選50報酬指數,"7,016.92",-,24.91,-0.35,,,20200629,2020
135595,144205,中小型A級動能50報酬指數,"9,104.30",-,69.00,-0.75,,,20200629,2020
135596,144206,特選高息低波報酬指數,"6,215.45",-,36.58,-0.59,,,20200629,2020
135597,144207,臺灣永續報酬指數,"6,524.16",-,63.07,-0.96,,,20200629,2020
135598,144208,特選內需高收益報酬指數,"6,420.26",-,5.75,-0.09,,,20200629,2020
135599,144209,價值投資報酬指數,"7,267.21",-,122.31,-1.66,,,20200629,2020
135600,144210,存股雙十等權重報酬指數,"5,601.21",-,55.76,-0.99,,,20200629,2020
135601,144211,特選大蘋果報酬指數,"6,280.66",-,53.21,-0.84,,,20200629,2020
135602,144212,中小型300報酬指數,"6,503.90",-,62.00,-0.94,,,20200629,2020
135603,144213,特股高息20報酬指數,"5,559.55",-,6.76,-0.12,,,20200629,2020
135604,144214,臺灣500報酬指數,"6,228.38",-,62.24,-0.99,,,20200629,2020
135605,144215,特選外資豐擁50報酬指數,"6,271.89",-,56.25,-0.89,,,20200629,2020
135606,144216,臺灣勞工權益報酬指數,"5,669.90",-,40.88,-0.72,,,20200629,2020
135607,144217,微波高息精選20報酬指數,"5,019.29",-,37.26,-0.74,,,20200629,2020
135608,144218,特選世代行動通訊報酬指數,"5,278.66",-,38.40,-0.72,,,20200629,2020
135609,144219,智慧投資多因子30報酬指數,"4,991.82",-,45.54,-0.90,,,20200629,2020
135610,144220,特選大蘋果報酬正向兩倍指數,"8,861.44",-,151.43,-1.68,,,20200629,2020
135611,144221,特選大蘋果報酬反向一倍指數,"9,908.29",+,82.54,0.84,,,20200629,2020
135612,144222,特選價值成長報酬指數,"4,923.18",-,54.39,-1.09,,,20200629,2020
135613,144223,臺灣上櫃企業責任報酬指數,"4,996.72",-,25.51,-0.51,,,20200629,2020
135614,144224,寶島股價指數,"13,381.86",+,91.23,0.69,,,20200630,2020
135615,144225,發行量加權股價指數,"11,621.24",+,78.62,0.68,,,20200630,2020
135616,144226,臺灣公司治理100指數,"6,593.30",+,36.74,0.56,,,20200630,2020
135617,144227,臺灣50指數,"8,892.06",+,51.99,0.59,,,20200630,2020
135618,144228,臺灣50權重上限30%指數,"8,776.75",+,55.59,0.64,,,20200630,2020
135619,144229,臺灣中型100指數,"9,012.64",+,76.63,0.86,,,20200630,2020
135620,144230,臺灣資訊科技指數,"13,177.35",+,64.21,0.49,,,20200630,2020
135621,144231,臺灣發達指數,"8,353.75",+,77.49,0.94,,,20200630,2020
135622,144232,臺灣高股息指數,"6,553.33",+,6.97,0.11,,,20200630,2020
135623,144233,臺灣就業99指數,"6,596.01",+,41.52,0.63,,,20200630,2020
135624,144234,臺灣高薪100指數,"6,194.88",+,30.21,0.49,,,20200630,2020
135625,144235,未含金融指數,"9,903.18",+,73.39,0.75,,,20200630,2020
135626,144236,未含電子指數,"14,346.82",+,67.80,0.47,,,20200630,2020
135627,144237,未含金融電子指數,"11,914.55",+,68.54,0.58,,,20200630,2020
135628,144238,小型股300指數,"6,693.11",+,48.82,0.73,,,20200630,2020
135629,144239,水泥窯製類指數,584.36,+,3.32,0.57,,,20200630,2020
135630,144240,塑膠化工類指數,778.09,+,4.46,0.58,,,20200630,2020
135631,144241,機電類指數,"2,909.84",+,23.35,0.81,,,20200630,2020
135632,144242,水泥類指數,164.16,+,0.84,0.51,,,20200630,2020
135633,144243,食品類指數,"1,756.87",-,3.76,-0.21,,,20200630,2020
135634,144244,塑膠類指數,231.15,+,2.08,0.91,,,20200630,2020
135635,144245,紡織纖維類指數,509.35,+,4.57,0.91,,,20200630,2020
135636,144246,電機機械類指數,180.42,-,0.36,-0.20,,,20200630,2020
135637,144247,電器電纜類指數,48.17,+,0.92,1.95,,,20200630,2020
135638,144248,化學生技醫療類指數,104.59,-,0.06,-0.06,,,20200630,2020
135639,144249,化學類指數,101.55,+,0.50,0.49,,,20200630,2020
135640,144250,生技醫療類指數,73.73,-,0.41,-0.55,,,20200630,2020
135641,144251,玻璃陶瓷類指數,27.78,+,0.33,1.20,,,20200630,2020
135642,144252,造紙類指數,218.80,+,1.49,0.69,,,20200630,2020
135643,144253,鋼鐵類指數,90.34,+,0.70,0.78,,,20200630,2020
135644,144254,橡膠類指數,231.65,-,0.22,-0.09,,,20200630,2020
135645,144255,汽車類指數,340.37,+,4.19,1.25,,,20200630,2020
135646,144256,電子工業類指數,520.49,+,4.28,0.83,,,20200630,2020
135647,144257,半導體類指數,220.22,+,1.44,0.66,,,20200630,2020
135648,144258,電腦及週邊設備類指數,108.97,-,0.30,-0.27,,,20200630,2020
135649,144259,光電類指數,38.23,+,0.81,2.16,,,20200630,2020
135650,144260,通信網路類指數,130.50,+,2.44,1.91,,,20200630,2020
135651,144261,電子零組件類指數,120.66,+,0.77,0.64,,,20200630,2020
135652,144262,電子通路類指數,121.32,+,0.87,0.72,,,20200630,2020
135653,144263,資訊服務類指數,127.15,+,0.04,0.03,,,20200630,2020
135654,144264,其他電子類指數,83.86,+,1.04,1.26,,,20200630,2020
135655,144265,建材營造類指數,301.93,+,1.04,0.35,,,20200630,2020
135656,144266,航運類指數,60.21,+,0.20,0.33,,,20200630,2020
135657,144267,觀光類指數,93.60,+,2.58,2.83,,,20200630,2020
135658,144268,金融保險類指數,"1,272.97",+,3.17,0.25,,,20200630,2020
135659,144269,貿易百貨類指數,275.49,+,1.60,0.58,,,20200630,2020
135660,144270,油電燃氣類指數,115.31,+,0.38,0.33,,,20200630,2020
135661,144271,其他類指數,272.19,+,2.15,0.80,,,20200630,2020
135662,144272,臺指日報酬兩倍指數,"18,254.91",+,245.34,1.36,,,20200630,2020
135663,144273,臺指反向一倍指數,"6,363.51",-,43.64,-0.68,,,20200630,2020
135664,144274,電子類兩倍槓桿指數,"16,637.50",+,271.39,1.66,,,20200630,2020
135665,144275,電子類反向指數,"6,164.40",-,51.54,-0.83,,,20200630,2020
135666,144276,價格指數(跨市場),,,,,,,20200630,2020
135667,144278,臺灣生技指數,"4,922.58",-,12.93,-0.26,,,20200630,2020
135668,144279,臺灣中小型公司治理指數,"6,097.20",+,9.10,0.15,,,20200630,2020
135669,144280,臺灣IPO指數,"5,943.89",+,85.20,1.45,,,20200630,2020
135670,144281,智慧中立指數,"4,899.74",+,24.46,0.50,,,20200630,2020
135671,144282,臺灣企業社會責任中小型指數,"4,994.06",+,20.79,0.42,,,20200630,2020
135672,144283,價格指數(臺灣指數公司),,,,,,,20200630,2020
135673,144285,金融類日報酬兩倍指數,"19,081.69",+,94.80,0.50,,,20200630,2020
135674,144286,金融類日報酬反向一倍指數,"6,391.13",-,16.00,-0.25,,,20200630,2020
135675,144287,漲升股利150指數,"6,277.42",+,64.60,1.04,,,20200630,2020
135676,144288,漲升股利100指數,"6,277.97",+,63.13,1.02,,,20200630,2020
135677,144289,藍籌30指數,"6,181.89",+,56.37,0.92,,,20200630,2020
135678,144290,工業菁英30指數,"6,668.82",+,90.53,1.38,,,20200630,2020
135679,144291,電子菁英30指數,"6,704.47",+,58.97,0.89,,,20200630,2020
135680,144292,低波動股利精選30指數,"5,860.80",+,24.96,0.43,,,20200630,2020
135681,144293,低貝塔100指數,"5,890.26",+,31.14,0.53,,,20200630,2020
135682,144294,藍籌30反向一倍指數,"7,412.77",-,68.85,-0.92,,,20200630,2020
135683,144295,中小型精選50指數,"5,981.28",+,28.00,0.47,,,20200630,2020
135684,144296,中小型A級動能50指數,"8,403.77",+,65.81,0.79,,,20200630,2020
135685,144297,特選高息低波指數,"5,353.75",+,29.59,0.56,,,20200630,2020
135686,144298,臺灣永續指數,"5,734.89",+,30.88,0.54,,,20200630,2020
135687,144299,工業菁英30反向一倍指數,"7,883.30",-,110.00,-1.38,,,20200630,2020
135688,144300,特選內需高收益指數,"5,806.44",+,51.30,0.89,,,20200630,2020
135689,144301,價值投資指數,"6,387.99",+,55.42,0.88,,,20200630,2020
135690,144302,中小型300指數,"6,246.77",+,47.29,0.76,,,20200630,2020
135691,144303,臺灣勞工權益指數,"5,384.82",+,19.19,0.36,,,20200630,2020
135692,144304,智慧投資多因子30指數,"5,008.59",+,58.94,1.19,,,20200630,2020
135693,144305,臺股期貨指數,"5,157.99",+,48.57,0.95,,,20200630,2020
135694,144306,臺灣上櫃企業社會責任指數,"5,035.94",+,43.98,0.88,,,20200630,2020
135695,144309,寶島股價報酬指數,"16,948.30",+,122.66,0.73,,,20200630,2020
135696,144310,發行量加權股價報酬指數,"21,851.50",+,156.13,0.72,,,20200630,2020
135697,144311,臺灣公司治理100報酬指數,"8,190.85",+,49.73,0.61,,,20200630,2020
135698,144312,臺灣50報酬指數,"16,966.12",+,107.38,0.64,,,20200630,2020
135699,144313,臺灣50權重上限30%報酬指數,"16,722.01",+,115.47,0.70,,,20200630,2020
135700,144314,臺灣中型100報酬指數,"15,775.67",+,134.14,0.86,,,20200630,2020
135701,144315,臺灣資訊科技股報酬指數,"23,968.75",+,136.31,0.57,,,20200630,2020
135702,144316,臺灣發達報酬指數,"14,236.99",+,132.06,0.94,,,20200630,2020
135703,144317,臺灣高股息報酬指數,"14,998.39",+,55.97,0.37,,,20200630,2020
135704,144318,臺灣就業99報酬指數,"9,162.90",+,64.54,0.71,,,20200630,2020
135705,144319,臺灣高薪100報酬指數,"7,824.91",+,44.69,0.57,,,20200630,2020
135706,144320,未含金融電子報酬指數,"22,580.21",+,130.71,0.58,,,20200630,2020
135707,144321,小型股300報酬指數,"7,937.90",+,59.76,0.76,,,20200630,2020
135708,144322,水泥類報酬指數,274.87,+,1.41,0.52,,,20200630,2020
135709,144323,食品類報酬指數,"2,454.02",-,5.26,-0.21,,,20200630,2020
135710,144324,塑膠類報酬指數,364.58,+,3.27,0.91,,,20200630,2020
135711,144325,紡織纖維類報酬指數,746.16,+,6.69,0.90,,,20200630,2020
135712,144326,電機機械類報酬指數,255.32,-,0.50,-0.20,,,20200630,2020
135713,144327,電器電纜類報酬指數,66.84,+,1.27,1.94,,,20200630,2020
135714,144328,化學生技醫療類報酬指數,150.98,-,0.06,-0.04,,,20200630,2020
135715,144329,化學類報酬指數,154.43,+,0.77,0.50,,,20200630,2020
135716,144330,生技醫療類報酬指數,97.70,-,0.50,-0.51,,,20200630,2020
135717,144331,玻璃陶瓷類報酬指數,31.78,+,0.38,1.21,,,20200630,2020
135718,144332,造紙類報酬指數,304.83,+,2.08,0.69,,,20200630,2020
135719,144333,鋼鐵類報酬指數,135.44,+,1.05,0.78,,,20200630,2020
135720,144334,橡膠類報酬指數,337.81,-,0.32,-0.09,,,20200630,2020
135721,144335,汽車類報酬指數,495.48,+,6.09,1.24,,,20200630,2020
135722,144336,電子工業類報酬指數,897.29,+,7.94,0.89,,,20200630,2020
135723,144337,半導體類報酬指數,363.21,+,2.39,0.66,,,20200630,2020
135724,144338,電腦及週邊設備類報酬指數,206.43,+,0.69,0.34,,,20200630,2020
135725,144339,光電類報酬指數,51.37,+,1.10,2.19,,,20200630,2020
135726,144340,通信網路類報酬指數,246.67,+,4.67,1.93,,,20200630,2020
135727,144341,電子零組件類報酬指數,205.56,+,1.32,0.65,,,20200630,2020
135728,144342,電子通路類報酬指數,246.08,+,1.91,0.78,,,20200630,2020
135729,144343,資訊服務類報酬指數,255.98,+,0.06,0.02,,,20200630,2020
135730,144344,其他電子類報酬指數,119.08,+,1.48,1.26,,,20200630,2020
135731,144345,建材營造類報酬指數,524.57,+,1.81,0.35,,,20200630,2020
135732,144346,航運類報酬指數,81.36,+,0.27,0.33,,,20200630,2020
135733,144347,觀光類報酬指數,120.97,+,3.35,2.85,,,20200630,2020
135734,144348,金融保險類報酬指數,"1,950.56",+,4.86,0.25,,,20200630,2020
135735,144349,貿易百貨類報酬指數,394.73,+,2.28,0.58,,,20200630,2020
135736,144350,油電燃氣類報酬指數,173.01,+,0.56,0.32,,,20200630,2020
135737,144351,其他類報酬指數,422.28,+,3.42,0.82,,,20200630,2020
135738,144354,臺灣生技報酬指數,"5,188.90",-,12.28,-0.24,,,20200630,2020
135739,144355,臺灣中小型公司治理報酬指數,"7,060.54",+,14.49,0.21,,,20200630,2020
135740,144356,臺灣IPO報酬指數,"6,335.85",+,90.81,1.45,,,20200630,2020
135741,144357,智慧中立報酬指數,"4,943.73",+,24.77,0.50,,,20200630,2020
135742,144358,加權指數掩護性臺指買權價外5%報酬指數,"4,830.05",+,34.41,0.72,,,20200630,2020
135743,144359,臺灣5G報酬指數,"5,685.05",+,75.78,1.35,,,20200630,2020
135744,144360,臺灣企業社會責任中小型報酬指數,"5,008.59",+,23.18,0.46,,,20200630,2020
135745,144363,漲升股利150報酬指數,"7,479.51",+,76.97,1.04,,,20200630,2020
135746,144364,漲升股利100報酬指數,"7,505.87",+,75.48,1.02,,,20200630,2020
135747,144365,藍籌30報酬指數,"7,067.38",+,64.45,0.92,,,20200630,2020
135748,144366,工業菁英30報酬指數,"7,634.34",+,103.64,1.38,,,20200630,2020
135749,144367,電子菁英30報酬指數,"7,605.71",+,66.89,0.89,,,20200630,2020
135750,144368,低波動股利精選30報酬指數,"6,719.00",+,28.62,0.43,,,20200630,2020
135751,144369,低貝塔100報酬指數,"6,756.63",+,35.74,0.53,,,20200630,2020
135752,144370,中小型精選50報酬指數,"7,049.91",+,32.99,0.47,,,20200630,2020
135753,144371,中小型A級動能50報酬指數,"9,176.15",+,71.85,0.79,,,20200630,2020
135754,144372,特選高息低波報酬指數,"6,249.99",+,34.54,0.56,,,20200630,2020
135755,144373,臺灣永續報酬指數,"6,563.32",+,39.16,0.60,,,20200630,2020
135756,144374,特選內需高收益報酬指數,"6,477.49",+,57.23,0.89,,,20200630,2020
135757,144375,價值投資報酬指數,"7,330.81",+,63.60,0.88,,,20200630,2020
135758,144376,存股雙十等權重報酬指數,"5,637.04",+,35.83,0.64,,,20200630,2020
135759,144377,特選大蘋果報酬指數,"6,300.58",+,19.92,0.32,,,20200630,2020
135760,144378,中小型300報酬指數,"6,553.62",+,49.72,0.76,,,20200630,2020
135761,144379,特股高息20報酬指數,"5,594.52",+,34.97,0.63,,,20200630,2020
135762,144380,臺灣500報酬指數,"6,272.66",+,44.28,0.71,,,20200630,2020
135763,144381,特選外資豐擁50報酬指數,"6,321.56",+,49.67,0.79,,,20200630,2020
135764,144382,臺灣勞工權益報酬指數,"5,692.37",+,22.47,0.40,,,20200630,2020
135765,144383,微波高息精選20報酬指數,"5,060.44",+,41.15,0.82,,,20200630,2020
135766,144384,特選世代行動通訊報酬指數,"5,355.36",+,76.70,1.45,,,20200630,2020
135767,144385,智慧投資多因子30報酬指數,"5,051.27",+,59.45,1.19,,,20200630,2020
135768,144386,特選大蘋果報酬正向兩倍指數,"8,917.65",+,56.21,0.63,,,20200630,2020
135769,144387,特選大蘋果報酬反向一倍指數,"9,876.86",-,31.43,-0.32,,,20200630,2020
135770,144388,特選價值成長報酬指數,"4,977.21",+,54.03,1.10,,,20200630,2020
135771,144389,臺灣上櫃企業責任報酬指數,"5,049.19",+,52.47,1.05,,,20200630,2020
135772,144390,寶島股價指數,"13,485.38",+,103.52,0.77,,,20200701,2020
135773,144391,發行量加權股價指數,"11,703.42",+,82.18,0.71,,,20200701,2020
135774,144392,臺灣公司治理100指數,"6,634.30",+,41.00,0.62,,,20200701,2020
135775,144393,臺灣50指數,"8,952.08",+,60.02,0.67,,,20200701,2020
135776,144394,臺灣50權重上限30%指數,"8,823.70",+,46.95,0.53,,,20200701,2020
135777,144395,臺灣中型100指數,"9,129.76",+,117.12,1.30,,,20200701,2020
135778,144396,臺灣資訊科技指數,"13,350.16",+,172.81,1.31,,,20200701,2020
135779,144397,臺灣發達指數,"8,394.20",+,40.45,0.48,,,20200701,2020
135780,144398,臺灣高股息指數,"6,639.64",+,86.31,1.32,,,20200701,2020
135781,144399,臺灣就業99指數,"6,609.31",+,13.30,0.20,,,20200701,2020
135782,144400,臺灣高薪100指數,"6,203.85",+,8.97,0.14,,,20200701,2020
135783,144401,未含金融指數,"9,988.08",+,84.90,0.86,,,20200701,2020
135784,144402,未含電子指數,"14,353.82",+,7.00,0.05,,,20200701,2020
135785,144403,未含金融電子指數,"11,938.88",+,24.33,0.20,,,20200701,2020
135786,144404,小型股300指數,"6,740.07",+,46.96,0.70,,,20200701,2020
135787,144405,水泥窯製類指數,588.49,+,4.13,0.71,,,20200701,2020
135788,144406,塑膠化工類指數,776.03,-,2.06,-0.26,,,20200701,2020
135789,144407,機電類指數,"2,942.70",+,32.86,1.13,,,20200701,2020
135790,144408,水泥類指數,165.60,+,1.44,0.88,,,20200701,2020
135791,144409,食品類指數,"1,758.03",+,1.16,0.07,,,20200701,2020
135792,144410,塑膠類指數,229.34,-,1.81,-0.78,,,20200701,2020
135793,144411,紡織纖維類指數,510.74,+,1.39,0.27,,,20200701,2020
135794,144412,電機機械類指數,179.68,-,0.74,-0.41,,,20200701,2020
135795,144413,電器電纜類指數,48.08,-,0.09,-0.19,,,20200701,2020
135796,144414,化學生技醫療類指數,105.36,+,0.77,0.74,,,20200701,2020
135797,144415,化學類指數,102.03,+,0.48,0.47,,,20200701,2020
135798,144416,生技醫療類指數,74.45,+,0.72,0.98,,,20200701,2020
135799,144417,玻璃陶瓷類指數,27.45,-,0.33,-1.19,,,20200701,2020
135800,144418,造紙類指數,221.85,+,3.05,1.39,,,20200701,2020
135801,144419,鋼鐵類指數,90.19,-,0.15,-0.17,,,20200701,2020
135802,144420,橡膠類指數,233.49,+,1.84,0.79,,,20200701,2020
135803,144421,汽車類指數,339.83,-,0.54,-0.16,,,20200701,2020
135804,144422,電子工業類指數,526.61,+,6.12,1.18,,,20200701,2020
135805,144423,半導體類指數,223.18,+,2.96,1.34,,,20200701,2020
135806,144424,電腦及週邊設備類指數,110.70,+,1.73,1.59,,,20200701,2020
135807,144425,光電類指數,39.04,+,0.81,2.12,,,20200701,2020
135808,144426,通信網路類指數,131.17,+,0.67,0.51,,,20200701,2020
135809,144427,電子零組件類指數,121.64,+,0.98,0.81,,,20200701,2020
135810,144428,電子通路類指數,122.39,+,1.07,0.88,,,20200701,2020
135811,144429,資訊服務類指數,128.29,+,1.14,0.90,,,20200701,2020
135812,144430,其他電子類指數,84.02,+,0.16,0.19,,,20200701,2020
135813,144431,建材營造類指數,303.07,+,1.14,0.38,,,20200701,2020
135814,144432,航運類指數,60.18,-,0.03,-0.05,,,20200701,2020
135815,144433,觀光類指數,92.89,-,0.71,-0.76,,,20200701,2020
135816,144434,金融保險類指數,"1,269.28",-,3.69,-0.29,,,20200701,2020
135817,144435,貿易百貨類指數,276.89,+,1.40,0.51,,,20200701,2020
135818,144436,油電燃氣類指數,115.30,-,0.01,-0.01,,,20200701,2020
135819,144437,其他類指數,276.86,+,4.67,1.72,,,20200701,2020
135820,144438,臺指日報酬兩倍指數,"18,513.09",+,258.18,1.41,,,20200701,2020
135821,144439,臺指反向一倍指數,"6,318.51",-,45.00,-0.71,,,20200701,2020
135822,144440,電子類兩倍槓桿指數,"17,028.75",+,391.25,2.35,,,20200701,2020
135823,144441,電子類反向指數,"6,091.92",-,72.48,-1.18,,,20200701,2020
135824,144442,價格指數(跨市場),,,,,,,20200701,2020
135825,144444,臺灣生技指數,"4,987.56",+,64.98,1.32,,,20200701,2020
135826,144445,臺灣中小型公司治理指數,"6,168.17",+,70.97,1.16,,,20200701,2020
135827,144446,臺灣IPO指數,"6,093.85",+,149.96,2.52,,,20200701,2020
135828,144447,智慧中立指數,"4,927.35",+,27.61,0.56,,,20200701,2020
135829,144448,臺灣企業社會責任中小型指數,"5,035.19",+,41.13,0.82,,,20200701,2020
135830,144449,價格指數(臺灣指數公司),,,,,,,20200701,2020
135831,144451,金融類日報酬兩倍指數,"18,971.06",-,110.63,-0.58,,,20200701,2020
135832,144452,金融類日報酬反向一倍指數,"6,409.66",+,18.53,0.29,,,20200701,2020
135833,144453,漲升股利150指數,"6,309.46",+,32.04,0.51,,,20200701,2020
135834,144454,漲升股利100指數,"6,311.33",+,33.36,0.53,,,20200701,2020
135835,144455,藍籌30指數,"6,205.31",+,23.42,0.38,,,20200701,2020
135836,144456,工業菁英30指數,"6,722.11",+,53.29,0.80,,,20200701,2020
135837,144457,電子菁英30指數,"6,807.04",+,102.57,1.53,,,20200701,2020
135838,144458,低波動股利精選30指數,"5,842.93",-,17.87,-0.30,,,20200701,2020
135839,144459,低貝塔100指數,"5,895.09",+,4.83,0.08,,,20200701,2020
135840,144460,藍籌30反向一倍指數,"7,384.69",-,28.08,-0.38,,,20200701,2020
135841,144461,中小型精選50指數,"6,020.82",+,39.54,0.66,,,20200701,2020
135842,144462,中小型A級動能50指數,"8,575.05",+,171.28,2.04,,,20200701,2020
135843,144463,特選高息低波指數,"5,387.77",+,34.02,0.64,,,20200701,2020
135844,144464,臺灣永續指數,"5,764.86",+,29.97,0.52,,,20200701,2020
135845,144465,工業菁英30反向一倍指數,"7,820.31",-,62.99,-0.80,,,20200701,2020
135846,144466,特選內需高收益指數,"5,823.03",+,16.59,0.29,,,20200701,2020
135847,144467,價值投資指數,"6,454.87",+,66.88,1.05,,,20200701,2020
135848,144468,中小型300指數,"6,309.76",+,62.99,1.01,,,20200701,2020
135849,144469,臺灣勞工權益指數,"5,396.38",+,11.56,0.21,,,20200701,2020
135850,144470,智慧投資多因子30指數,"5,060.92",+,52.33,1.04,,,20200701,2020
135851,144471,臺股期貨指數,"5,192.62",+,34.63,0.67,,,20200701,2020
