,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
118495,126209,鋼鐵類指數,101.38,-,1.02,-1.00,,,20200106,2020
118496,126210,橡膠類指數,261.41,-,1.95,-0.74,,,20200106,2020
118497,126211,汽車類指數,349.15,-,3.19,-0.91,,,20200106,2020
118498,126212,電子工業類指數,524.52,-,9.71,-1.82,,,20200106,2020
118499,126213,半導體類指數,223.38,-,4.95,-2.17,,,20200106,2020
118500,126214,電腦及週邊設備類指數,102.77,-,1.04,-1.00,,,20200106,2020
118501,126215,光電類指數,41.59,-,1.09,-2.55,,,20200106,2020
118502,126216,通信網路類指數,126.27,-,1.28,-1.00,,,20200106,2020
118503,126217,電子零組件類指數,119.63,-,2.24,-1.84,,,20200106,2020
118504,126218,電子通路類指數,118.31,-,0.81,-0.68,,,20200106,2020
118505,126219,資訊服務類指數,116.32,-,1.29,-1.10,,,20200106,2020
118506,126220,其他電子類指數,87.86,-,0.79,-0.89,,,20200106,2020
118507,126221,建材營造類指數,304.59,-,2.32,-0.76,,,20200106,2020
118508,126222,航運類指數,66.73,-,0.71,-1.05,,,20200106,2020
118509,126223,觀光類指數,99.49,-,0.15,-0.15,,,20200106,2020
118510,126224,金融保險類指數,"1,353.31",-,12.02,-0.88,,,20200106,2020
118511,126225,貿易百貨類指數,250.74,-,1.55,-0.61,,,20200106,2020
118512,126226,油電燃氣類指數,130.70,+,1.22,0.94,,,20200106,2020
118513,126227,其他類指數,281.62,-,1.83,-0.65,,,20200106,2020
118514,126228,臺指日報酬兩倍指數,"19,976.44",-,531.98,-2.59,,,20200106,2020
118515,126229,臺指反向一倍指數,"6,394.88",+,81.88,1.30,,,20200106,2020
118516,126230,電子類兩倍槓桿指數,"17,552.36",-,662.12,-3.64,,,20200106,2020
118517,126231,電子類反向指數,"6,351.53",+,113.38,1.82,,,20200106,2020
118518,126232,價格指數(跨市場),,,,,,,20200106,2020
118519,126234,臺灣生技指數,"4,443.81",-,12.27,-0.28,,,20200106,2020
118520,126235,臺灣中小型公司治理指數,"5,581.91",-,49.63,-0.88,,,20200106,2020
118521,126236,臺灣IPO指數,"5,540.50",-,29.14,-0.52,,,20200106,2020
118522,126237,智慧中立指數,"5,180.57",-,18.63,-0.36,,,20200106,2020
118523,126238,價格指數(臺灣指數公司),,,,,,,20200106,2020
118524,126240,金融類日報酬兩倍指數,"22,282.49",-,399.37,-1.76,,,20200106,2020
118525,126241,金融類日報酬反向一倍指數,"6,206.25",+,54.16,0.88,,,20200106,2020
118526,126242,漲升股利150指數,"6,652.84",-,91.06,-1.35,,,20200106,2020
118527,126243,漲升股利100指數,"6,650.12",-,90.38,-1.34,,,20200106,2020
118528,126244,藍籌30指數,"6,349.60",-,91.44,-1.42,,,20200106,2020
118529,126245,工業菁英30指數,"6,723.01",-,93.64,-1.37,,,20200106,2020
118530,126246,電子菁英30指數,"6,651.11",-,114.67,-1.69,,,20200106,2020
118531,126247,低波動股利精選30指數,"6,186.95",-,51.23,-0.82,,,20200106,2020
118532,126248,低貝塔100指數,"5,994.36",-,44.39,-0.74,,,20200106,2020
118533,126249,藍籌30反向一倍指數,"7,483.82",+,104.76,1.42,,,20200106,2020
118534,126250,中小型精選50指數,"5,895.73",-,45.77,-0.77,,,20200106,2020
118535,126251,中小型A級動能50指數,"7,711.10",-,79.17,-1.02,,,20200106,2020
118536,126252,特選高息低波指數,"5,391.19",-,51.00,-0.94,,,20200106,2020
118537,126253,臺灣永續指數,"5,935.80",-,87.12,-1.45,,,20200106,2020
118538,126254,工業菁英30反向一倍指數,"8,183.47",+,110.89,1.37,,,20200106,2020
118539,126255,特選內需高收益指數,"5,727.02",-,57.69,-1.00,,,20200106,2020
118540,126256,價值投資指數,"6,477.01",-,66.13,-1.01,,,20200106,2020
118541,126257,中小型300指數,"6,154.36",-,62.48,-1.01,,,20200106,2020
118542,126258,臺灣勞工權益指數,"5,680.52",-,75.67,-1.31,,,20200106,2020
118543,126259,智慧投資多因子30指數,"5,258.05",-,63.99,-1.20,,,20200106,2020
118544,126260,臺股期貨指數,"5,141.13",-,58.51,-1.13,,,20200106,2020
118545,126263,寶島股價報酬指數,"17,120.86",-,222.49,-1.28,,,20200106,2020
118546,126264,發行量加權股價報酬指數,"22,291.72",-,292.93,-1.30,,,20200106,2020
118547,126265,臺灣公司治理100報酬指數,"8,416.73",-,117.16,-1.37,,,20200106,2020
118548,126266,臺灣50報酬指數,"17,610.61",-,285.86,-1.60,,,20200106,2020
118549,126267,臺灣50權重上限30%報酬指數,"17,344.61",-,260.62,-1.48,,,20200106,2020
118550,126268,臺灣中型100報酬指數,"14,995.76",-,157.60,-1.04,,,20200106,2020
118551,126269,臺灣資訊科技股報酬指數,"23,947.17",-,500.99,-2.05,,,20200106,2020
118552,126270,臺灣發達報酬指數,"14,784.67",-,157.91,-1.06,,,20200106,2020
118553,126271,臺灣高股息報酬指數,"15,207.15",-,197.87,-1.28,,,20200106,2020
118554,126272,臺灣就業99報酬指數,"9,497.19",-,138.79,-1.44,,,20200106,2020
118555,126273,臺灣高薪100報酬指數,"8,149.70",-,93.97,-1.14,,,20200106,2020
118556,126274,未含金融電子報酬指數,"23,689.81",-,108.93,-0.46,,,20200106,2020
118557,126275,小型股300報酬指數,"8,027.62",-,75.80,-0.94,,,20200106,2020
118558,126276,水泥類報酬指數,290.49,-,3.12,-1.06,,,20200106,2020
118559,126277,食品類報酬指數,"2,487.60",-,26.83,-1.07,,,20200106,2020
118560,126278,塑膠類報酬指數,415.89,-,0.20,-0.05,,,20200106,2020
118561,126279,紡織纖維類報酬指數,781.45,-,5.92,-0.75,,,20200106,2020
118562,126280,電機機械類報酬指數,252.04,-,0.64,-0.25,,,20200106,2020
118563,126281,電器電纜類報酬指數,65.98,-,0.76,-1.14,,,20200106,2020
118564,126282,化學生技醫療類報酬指數,142.63,-,0.61,-0.43,,,20200106,2020
118565,126283,化學類報酬指數,158.03,-,0.35,-0.22,,,20200106,2020
118566,126284,生技醫療類報酬指數,85.64,-,0.54,-0.63,,,20200106,2020
118567,126285,玻璃陶瓷類報酬指數,36.18,-,0.20,-0.55,,,20200106,2020
118568,126286,造紙類報酬指數,277.91,+,0.40,0.14,,,20200106,2020
118569,126287,鋼鐵類報酬指數,150.98,-,1.52,-1.00,,,20200106,2020
118570,126288,橡膠類報酬指數,380.35,-,2.83,-0.74,,,20200106,2020
118571,126289,汽車類報酬指數,506.79,-,4.62,-0.90,,,20200106,2020
118572,126290,電子工業類報酬指數,894.86,-,16.57,-1.82,,,20200106,2020
118573,126291,半導體類報酬指數,363.43,-,8.05,-2.17,,,20200106,2020
118574,126292,電腦及週邊設備類報酬指數,191.44,-,1.95,-1.01,,,20200106,2020
118575,126293,光電類報酬指數,55.84,-,1.47,-2.56,,,20200106,2020
118576,126294,通信網路類報酬指數,238.59,-,2.41,-1.00,,,20200106,2020
118577,126295,電子零組件類報酬指數,202.18,-,3.79,-1.84,,,20200106,2020
118578,126296,電子通路類報酬指數,234.96,-,1.60,-0.68,,,20200106,2020
118579,126297,資訊服務類報酬指數,230.17,-,2.55,-1.10,,,20200106,2020
118580,126298,其他電子類報酬指數,124.51,-,1.12,-0.89,,,20200106,2020
118581,126299,建材營造類報酬指數,525.73,-,3.99,-0.75,,,20200106,2020
118582,126300,航運類報酬指數,90.14,-,0.95,-1.04,,,20200106,2020
118583,126301,觀光類報酬指數,127.96,-,0.19,-0.15,,,20200106,2020
118584,126302,金融保險類報酬指數,"2,065.63",-,18.35,-0.88,,,20200106,2020
118585,126303,貿易百貨類報酬指數,358.23,-,2.22,-0.62,,,20200106,2020
118586,126304,油電燃氣類報酬指數,190.29,+,1.78,0.94,,,20200106,2020
118587,126305,其他類報酬指數,433.70,-,2.80,-0.64,,,20200106,2020
118588,126308,臺灣生技報酬指數,"4,670.16",-,12.88,-0.28,,,20200106,2020
118589,126309,臺灣中小型公司治理報酬指數,"6,414.45",-,57.04,-0.88,,,20200106,2020
118590,126310,臺灣IPO報酬指數,"5,890.67",-,30.98,-0.52,,,20200106,2020
118591,126311,智慧中立報酬指數,"5,184.67",-,18.68,-0.36,,,20200106,2020
118592,126312,加權指數掩護性臺指買權價外5%報酬指數,"5,152.07",-,67.49,-1.29,,,20200106,2020
118593,126315,漲升股利150報酬指數,"7,876.00",-,107.79,-1.35,,,20200106,2020
118594,126316,漲升股利100報酬指數,"7,894.56",-,107.30,-1.34,,,20200106,2020
118595,126317,藍籌30報酬指數,"7,217.16",-,103.93,-1.42,,,20200106,2020
118596,126318,工業菁英30報酬指數,"7,650.25",-,106.55,-1.37,,,20200106,2020
118597,126319,電子菁英30報酬指數,"7,497.74",-,129.28,-1.70,,,20200106,2020
118598,126320,低波動股利精選30報酬指數,"7,071.62",-,58.55,-0.82,,,20200106,2020
118599,126321,低貝塔100報酬指數,"6,834.11",-,50.61,-0.74,,,20200106,2020
118600,126322,中小型精選50報酬指數,"6,829.98",-,53.02,-0.77,,,20200106,2020
118601,126323,中小型A級動能50報酬指數,"8,389.16",-,86.14,-1.02,,,20200106,2020
118602,126324,特選高息低波報酬指數,"6,260.33",-,59.22,-0.94,,,20200106,2020
118603,126325,臺灣永續報酬指數,"6,733.93",-,98.83,-1.45,,,20200106,2020
118604,126326,特選內需高收益報酬指數,"6,375.57",-,64.22,-1.00,,,20200106,2020
118605,126327,價值投資報酬指數,"7,345.61",-,74.99,-1.01,,,20200106,2020
118606,126328,存股雙十等權重報酬指數,"5,896.83",-,66.15,-1.11,,,20200106,2020
118607,126329,特選大蘋果報酬指數,"6,506.08",-,132.89,-2.00,,,20200106,2020
118608,126330,中小型300報酬指數,"6,415.59",-,65.12,-1.00,,,20200106,2020
118609,126331,特股高息20報酬指數,"5,532.63",-,29.47,-0.53,,,20200106,2020
118610,126332,臺灣500報酬指數,"6,409.36",-,85.48,-1.32,,,20200106,2020
118611,126333,特選外資豐擁50報酬指數,"6,477.23",-,94.23,-1.43,,,20200106,2020
118612,126334,臺灣勞工權益報酬指數,"5,938.97",-,79.11,-1.31,,,20200106,2020
118613,126335,微波高息精選20報酬指數,"5,274.94",-,37.88,-0.71,,,20200106,2020
118614,126336,特選世代行動通訊報酬指數,"4,967.24",-,72.17,-1.43,,,20200106,2020
118615,126337,智慧投資多因子30報酬指數,"5,262.25",-,64.04,-1.20,,,20200106,2020
118616,126338,特選大蘋果報酬正向兩倍指數,"9,958.47",-,415.30,-4.00,,,20200106,2020
118617,126339,特選大蘋果報酬反向一倍指數,"10,007.91",+,196.39,2.00,,,20200106,2020
118618,126340,寶島股價指數,"13,541.54",-,83.74,-0.61,,,20200107,2020
118619,126341,發行量加權股價指數,"11,880.32",-,73.04,-0.61,,,20200107,2020
118620,126342,臺灣公司治理100指數,"6,803.93",-,36.15,-0.53,,,20200107,2020
118621,126343,臺灣50指數,"9,272.36",-,51.90,-0.56,,,20200107,2020
118622,126344,臺灣50權重上限30%指數,"9,135.83",-,47.69,-0.52,,,20200107,2020
118623,126345,臺灣中型100指數,"8,545.04",-,63.53,-0.74,,,20200107,2020
118624,126346,臺灣資訊科技指數,"13,288.42",-,74.35,-0.56,,,20200107,2020
118625,126347,臺灣發達指數,"8,619.92",-,82.28,-0.95,,,20200107,2020
118626,126348,臺灣高股息指數,"6,687.02",-,82.15,-1.21,,,20200107,2020
118627,126349,臺灣就業99指數,"6,857.80",-,11.55,-0.17,,,20200107,2020
118628,126350,臺灣高薪100指數,"6,467.07",-,30.61,-0.47,,,20200107,2020
118629,126351,未含金融指數,"10,063.77",-,71.02,-0.70,,,20200107,2020
118630,126352,未含電子指數,"15,125.88",-,49.27,-0.32,,,20200107,2020
118631,126353,未含金融電子指數,"12,516.49",-,57.49,-0.46,,,20200107,2020
118632,126354,小型股300指數,"6,760.14",-,49.18,-0.72,,,20200107,2020
118633,126355,水泥窯製類指數,622.64,+,1.13,0.18,,,20200107,2020
118634,126356,塑膠化工類指數,846.60,-,5.89,-0.69,,,20200107,2020
118635,126357,機電類指數,"2,907.02",-,24.15,-0.82,,,20200107,2020
118636,126358,水泥類指數,173.97,+,0.48,0.28,,,20200107,2020
118637,126359,食品類指數,"1,781.86",-,2.95,-0.17,,,20200107,2020
118638,126360,塑膠類指數,261.83,-,2.05,-0.78,,,20200107,2020
118639,126361,紡織纖維類指數,533.42,-,0.27,-0.05,,,20200107,2020
118640,126362,電機機械類指數,177.23,-,1.57,-0.88,,,20200107,2020
118641,126363,電器電纜類指數,48.46,-,0.17,-0.35,,,20200107,2020
118642,126364,化學生技醫療類指數,98.56,-,0.64,-0.65,,,20200107,2020
118643,126365,化學類指數,104.02,-,0.22,-0.21,,,20200107,2020
118644,126366,生技醫療類指數,64.22,-,0.70,-1.08,,,20200107,2020
118645,126367,玻璃陶瓷類指數,31.38,-,0.24,-0.76,,,20200107,2020
118646,126368,造紙類指數,198.00,-,1.48,-0.74,,,20200107,2020
118647,126369,鋼鐵類指數,101.03,-,0.35,-0.35,,,20200107,2020
118648,126370,橡膠類指數,260.79,-,0.62,-0.24,,,20200107,2020
118649,126371,汽車類指數,346.72,-,2.43,-0.70,,,20200107,2020
118650,126372,電子工業類指數,520.19,-,4.33,-0.83,,,20200107,2020
118651,126373,半導體類指數,221.73,-,1.65,-0.74,,,20200107,2020
118652,126374,電腦及週邊設備類指數,102.87,+,0.10,0.10,,,20200107,2020
118653,126375,光電類指數,41.64,+,0.05,0.12,,,20200107,2020
118654,126376,通信網路類指數,125.18,-,1.09,-0.86,,,20200107,2020
118655,126377,電子零組件類指數,116.44,-,3.19,-2.67,,,20200107,2020
118656,126378,電子通路類指數,117.61,-,0.70,-0.59,,,20200107,2020
118657,126379,資訊服務類指數,116.31,-,0.01,-0.01,,,20200107,2020
118658,126380,其他電子類指數,86.91,-,0.95,-1.08,,,20200107,2020
118659,126381,建材營造類指數,306.37,+,1.78,0.58,,,20200107,2020
118660,126382,航運類指數,66.61,-,0.12,-0.18,,,20200107,2020
118661,126383,觀光類指數,99.45,-,0.04,-0.04,,,20200107,2020
118662,126384,金融保險類指數,"1,352.77",-,0.54,-0.04,,,20200107,2020
118663,126385,貿易百貨類指數,250.93,+,0.19,0.08,,,20200107,2020
118664,126386,油電燃氣類指數,128.31,-,2.39,-1.83,,,20200107,2020
118665,126387,其他類指數,281.88,+,0.26,0.09,,,20200107,2020
118666,126388,臺指日報酬兩倍指數,"19,732.31",-,244.13,-1.22,,,20200107,2020
118667,126389,臺指反向一倍指數,"6,433.96",+,39.08,0.61,,,20200107,2020
118668,126390,電子類兩倍槓桿指數,"17,262.56",-,289.80,-1.65,,,20200107,2020
118669,126391,電子類反向指數,"6,403.96",+,52.43,0.83,,,20200107,2020
118670,126392,價格指數(跨市場),,,,,,,20200107,2020
118671,126394,臺灣生技指數,"4,393.74",-,50.07,-1.13,,,20200107,2020
118672,126395,臺灣中小型公司治理指數,"5,564.56",-,17.35,-0.31,,,20200107,2020
118673,126396,臺灣IPO指數,"5,483.29",-,57.21,-1.03,,,20200107,2020
118674,126397,智慧中立指數,"5,148.25",-,32.32,-0.62,,,20200107,2020
118675,126398,價格指數(臺灣指數公司),,,,,,,20200107,2020
118676,126400,金融類日報酬兩倍指數,"22,264.71",-,17.78,-0.08,,,20200107,2020
118677,126401,金融類日報酬反向一倍指數,"6,208.73",+,2.48,0.04,,,20200107,2020
118678,126402,漲升股利150指數,"6,599.04",-,53.80,-0.81,,,20200107,2020
118679,126403,漲升股利100指數,"6,581.37",-,68.75,-1.03,,,20200107,2020
118680,126404,藍籌30指數,"6,312.45",-,37.15,-0.59,,,20200107,2020
118681,126405,工業菁英30指數,"6,692.79",-,30.22,-0.45,,,20200107,2020
118682,126406,電子菁英30指數,"6,589.64",-,61.47,-0.92,,,20200107,2020
118683,126407,低波動股利精選30指數,"6,171.31",-,15.64,-0.25,,,20200107,2020
118684,126408,低貝塔100指數,"5,983.64",-,10.72,-0.18,,,20200107,2020
118685,126409,藍籌30反向一倍指數,"7,527.61",+,43.79,0.59,,,20200107,2020
118686,126410,中小型精選50指數,"5,845.36",-,50.37,-0.85,,,20200107,2020
118687,126411,中小型A級動能50指數,"7,481.93",-,229.17,-2.97,,,20200107,2020
118688,126412,特選高息低波指數,"5,386.46",-,4.73,-0.09,,,20200107,2020
118689,126413,臺灣永續指數,"5,910.66",-,25.14,-0.42,,,20200107,2020
118690,126414,工業菁英30反向一倍指數,"8,220.25",+,36.78,0.45,,,20200107,2020
118691,126415,特選內需高收益指數,"5,712.40",-,14.62,-0.26,,,20200107,2020
118692,126416,價值投資指數,"6,290.42",-,186.59,-2.88,,,20200107,2020
118693,126417,中小型300指數,"6,114.30",-,40.06,-0.65,,,20200107,2020
118694,126418,臺灣勞工權益指數,"5,658.60",-,21.92,-0.39,,,20200107,2020
118695,126419,智慧投資多因子30指數,"5,198.86",-,59.19,-1.13,,,20200107,2020
118696,126420,臺股期貨指數,"5,107.14",-,33.99,-0.66,,,20200107,2020
118697,126423,寶島股價報酬指數,"17,015.65",-,105.21,-0.61,,,20200107,2020
118698,126424,發行量加權股價報酬指數,"22,155.51",-,136.21,-0.61,,,20200107,2020
118699,126425,臺灣公司治理100報酬指數,"8,372.25",-,44.48,-0.53,,,20200107,2020
118700,126426,臺灣50報酬指數,"17,512.58",-,98.03,-0.56,,,20200107,2020
118701,126427,臺灣50權重上限30%報酬指數,"17,254.53",-,90.08,-0.52,,,20200107,2020
118702,126428,臺灣中型100報酬指數,"14,885.10",-,110.66,-0.74,,,20200107,2020
118703,126429,臺灣資訊科技股報酬指數,"23,813.94",-,133.23,-0.56,,,20200107,2020
118704,126430,臺灣發達報酬指數,"14,644.87",-,139.80,-0.95,,,20200107,2020
118705,126431,臺灣高股息報酬指數,"15,022.59",-,184.56,-1.21,,,20200107,2020
118706,126432,臺灣就業99報酬指數,"9,481.23",-,15.96,-0.17,,,20200107,2020
118707,126433,臺灣高薪100報酬指數,"8,111.31",-,38.39,-0.47,,,20200107,2020
118708,126434,未含金融電子報酬指數,"23,581.50",-,108.31,-0.46,,,20200107,2020
118709,126435,小型股300報酬指數,"7,969.64",-,57.98,-0.72,,,20200107,2020
118710,126436,水泥類報酬指數,291.30,+,0.81,0.28,,,20200107,2020
118711,126437,食品類報酬指數,"2,483.50",-,4.10,-0.16,,,20200107,2020
118712,126438,塑膠類報酬指數,412.66,-,3.23,-0.78,,,20200107,2020
118713,126439,紡織纖維類報酬指數,781.05,-,0.40,-0.05,,,20200107,2020
118714,126440,電機機械類報酬指數,249.83,-,2.21,-0.88,,,20200107,2020
118715,126441,電器電纜類報酬指數,65.74,-,0.24,-0.36,,,20200107,2020
118716,126442,化學生技醫療類報酬指數,141.72,-,0.91,-0.64,,,20200107,2020
118717,126443,化學類報酬指數,157.70,-,0.33,-0.21,,,20200107,2020
118718,126444,生技醫療類報酬指數,84.70,-,0.94,-1.10,,,20200107,2020
118719,126445,玻璃陶瓷類報酬指數,35.90,-,0.28,-0.77,,,20200107,2020
118720,126446,造紙類報酬指數,275.85,-,2.06,-0.74,,,20200107,2020
118721,126447,鋼鐵類報酬指數,150.46,-,0.52,-0.34,,,20200107,2020
118722,126448,橡膠類報酬指數,379.45,-,0.90,-0.24,,,20200107,2020
118723,126449,汽車類報酬指數,503.26,-,3.53,-0.70,,,20200107,2020
118724,126450,電子工業類報酬指數,887.48,-,7.38,-0.82,,,20200107,2020
118725,126451,半導體類報酬指數,360.74,-,2.69,-0.74,,,20200107,2020
118726,126452,電腦及週邊設備類報酬指數,191.63,+,0.19,0.10,,,20200107,2020
118727,126453,光電類報酬指數,55.92,+,0.08,0.14,,,20200107,2020
118728,126454,通信網路類報酬指數,236.53,-,2.06,-0.86,,,20200107,2020
118729,126455,電子零組件類報酬指數,196.79,-,5.39,-2.67,,,20200107,2020
118730,126456,電子通路類報酬指數,233.56,-,1.40,-0.60,,,20200107,2020
118731,126457,資訊服務類報酬指數,230.16,-,0.01,--,,,20200107,2020
118732,126458,其他電子類報酬指數,123.16,-,1.35,-1.08,,,20200107,2020
118733,126459,建材營造類報酬指數,528.80,+,3.07,0.58,,,20200107,2020
118734,126460,航運類報酬指數,89.98,-,0.16,-0.18,,,20200107,2020
