"109年01月01日 至 109年12月31日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"109年07月16日","2823","中壽","22.45","21.85","0.600000","息","24.00","19.70","21.85","21.85","除權息資料","110年第1季","33.65","2.08",
"109年07月16日","2915","潤泰全","71.40","66.40","5.000000","息","73.00","59.80","66.40","66.40","除權息資料","110年第1季","157.46","12.80",
"109年07月16日","3015","全漢","24.30","22.75","1.540050","息","25.00","20.50","22.75","22.75","除權息資料","110年第1季","60.28","0.70",
"109年07月16日","3026","禾伸堂","128.00","121.00","7.000000","息","133.00","109.00","121.00","121.00","除權息資料","110年第1季","53.66","3.45",
"109年07月16日","3032","偉訓","31.05","29.01","2.036291","息","31.90","26.15","29.00","29.01","除權息資料","110年第1季","23.17","0.64",
"109年07月16日","3454","晶睿","74.60","72.10","2.500000","息","79.30","64.90","72.10","72.10","除權息資料","110年第1季","33.94","0.60",
"109年07月16日","3530","晶相光","86.00","84.00","2.000000","息","92.40","75.60","84.00","84.00","除權息資料","110年第1季","30.14","1.53",
"109年07月16日","4133","亞諾法","110.50","110.40","0.100000","息","121.00","99.40","110.50","110.40","除權息資料","110年第1季","19.50","0.16",
"109年07月16日","5471","松翰","58.20","56.10","2.100000","息","61.70","50.50","56.10","56.10","除權息資料","110年第1季","24.72","1.60",
"109年07月16日","5876","上海商銀","47.75","45.70","2.050000","息","50.20","41.15","45.70","45.70","除權息資料","110年第1季","35.70","0.83",
"109年07月16日","6128","上福","30.50","28.10","2.400000","息","30.90","25.30","28.10","28.10","除權息資料","110年第1季","25.17","0.44",
"109年07月16日","6196","帆宣","107.50","104.90","2.596178","息","115.00","94.50","105.00","104.90","除權息資料","110年第1季","34.46","1.11",
"109年07月16日","6206","飛捷","72.90","68.40","4.500000","息","75.20","61.60","68.40","68.40","除權息資料","110年第1季","30.90","0.60",
"109年07月16日","6278","台表科","138.50","135.70","2.800000","息","149.00","122.50","135.50","135.70","除權息資料","110年第1季","47.51","1.37",
"109年07月16日","8070","長華*","165.50","157.00","8.500000","息","172.50","141.50","157.00","157.00","除權息資料","110年第1季","11.25","0.36",
"109年07月16日","8464","億豐","342.00","332.00","10.000000","息","365.00","299.00","332.00","332.00","除權息資料","110年第1季","56.69","4.38",
"109年07月16日","9939","宏全","58.00","54.94","3.053091","息","60.40","49.45","54.90","54.94","除權息資料","110年第1季","42.41","1.67",
"109年07月16日","9945","潤泰新","53.80","52.80","1.000000","息","58.00","47.55","52.80","52.80","除權息資料","110年第1季","62.70","4.56",
"109年07月17日","1310","台苯","16.75","15.75","1.000000","息","17.30","14.20","15.75","15.75","除權息資料","110年第1季","14.41","0.45",
"109年07月17日","2103","台橡","17.40","16.90","0.500000","息","18.55","15.25","16.90","16.90","除權息資料","110年第1季","18.30","1.09",
"109年07月17日","2323","中環","7.64","7.44","0.200000","息","8.18","6.70","7.44","7.44","除權息資料","110年第1季","16.18","-0.17",
"109年07月17日","2324","仁寶","20.00","18.80","1.200000","息","20.65","16.95","18.80","18.80","除權息資料","110年第1季","23.59","0.60",
"109年07月17日","2906","高林","14.20","13.90","0.300000","息","15.25","12.55","13.90","13.90","除權息資料","110年第1季","14.48","0.05",
"109年07月17日","3045","台灣大","114.00","109.25","4.750000","息","120.00","98.40","109.50","109.25","除權息資料","110年第1季","24.29","1.01",
"109年07月17日","3413","京鼎","200.00","196.00","3.998820","息","215.50","176.50","196.00","196.00","除權息資料","110年第1季","70.83","3.45",
"109年07月17日","3481","群創","8.40","8.30","0.100000","息","9.13","7.47","8.30","8.30","除權息資料","110年第1季","25.21","1.15",
"109年07月17日","3596","智易","84.00","79.29","4.700112","息","87.20","71.40","79.30","79.29","除權息資料","110年第1季","51.49","2.20",
"109年07月17日","4439","冠星-KY","147.00","138.96","8.038533","息","152.50","125.50","139.00","138.96","除權息資料","110年第1季","81.16","4.03",
"109年07月17日","4999","鑫禾","45.55","43.05","2.500000","息","47.35","38.75","43.05","43.05","除權息資料","110年第1季","45.19","0.71",
"109年07月17日","6591","動力-KY","67.80","66.33","1.464063","息","72.90","59.70","66.30","66.33","除權息資料","110年第1季","45.41","2.41",
"109年07月17日","8215","明基材","19.15","18.65","0.500000","息","20.50","16.80","18.65","18.65","除權息資料","110年第1季","14.02","0.52",
"109年07月17日","8462","柏文","196.50","182.01","14.488953","權息","200.00","164.00","182.00","182.01","除權息資料","110年第1季","30.28","1.28",
"109年07月20日",="00702","國泰標普低波高息","16.49","16.28","0.210000","息","9,999.95","0.01","16.28","16.28","除權息資料","","","",
"109年07月20日","1436","華友聯","39.90","37.40","2.500000","息","41.10","33.70","37.40","37.40","除權息資料","110年第1季","29.18","0.87",
"109年07月20日","1463","強盛","12.25","11.65","0.600000","息","12.80","10.50","11.65","11.65","除權息資料","110年第1季","13.25","0.19",
"109年07月20日","1589","永冠-KY","82.90","82.40","0.500000","息","90.60","74.20","82.40","82.40","除權息資料","110年第1季","79.60","1.13",
"109年07月20日","1615","大山","24.15","21.04","3.104546","權息","23.10","18.95","21.05","21.04","除權息資料","110年第1季","17.00","0.36",
"109年07月20日","3021","鴻名","13.90","13.49","0.407799","息","14.80","12.15","13.50","13.49","除權息資料","110年第1季","12.99","0.36",
"109年07月20日","3545","敦泰","35.45","34.94","0.502910","息","38.40","31.45","34.95","34.94","除權息資料","110年第1季","41.30","4.24",
"109年07月20日","4190","佐登-KY","81.00","77.00","4.000000","息","84.70","69.30","77.00","77.00","除權息資料","110年第1季","35.07","1.22",
"109年07月20日","4915","致伸","46.30","43.89","2.400320","息","48.25","39.55","43.90","43.89","除權息資料","110年第1季","30.44","1.13",
"109年07月20日","6674","鋐寶科技","32.30","30.90","1.400000","息","33.95","27.85","30.90","30.90","除權息資料","110年第1季","24.72","-0.05",
"109年07月20日","9919","康那香","37.50","37.30","0.200000","息","41.00","33.60","37.30","37.30","除權息資料","110年第1季","13.16","0.20",
"109年07月20日","9930","中聯資源","46.50","44.50","2.000000","息","48.95","40.05","44.50","44.50","除權息資料","110年第1季","22.50","0.79",
"109年07月21日",="0050","元大台灣50","97.05","96.35","0.700000","息","105.95","86.75","96.35","96.35","除權息資料","110年05月18日","132.17","N/A",
"109年07月21日",="006203","元大MSCI台灣","45.70","45.42","0.280000","息","49.96","40.88","45.42","45.42","除權息資料","110年05月18日","62.42","N/A",
"109年07月21日",="006208","富邦台50","55.50","55.01","0.481000","息","60.50","49.51","55.00","55.01","除權息資料","110年05月18日","75.85","N/A",
"109年07月21日",="00692","富邦公司治理","24.98","24.74","0.231000","息","27.21","22.27","24.74","24.74","除權息資料","110年05月18日","33.77","N/A",
"109年07月21日",="00717","富邦美國特別股","16.45","16.28","0.167000","息","9,999.95","0.01","16.28","16.28","除權息資料","","","",
"109年07月21日","1201","味全","22.45","21.11","1.333900","息","23.20","19.00","21.10","21.11","除權息資料","110年第1季","13.13","0.17",
"109年07月21日","1626","艾美特-KY","28.45","27.10","1.342157","權息","29.80","24.40","27.10","27.10","除權息資料","110年第1季","22.07","-0.26",
"109年07月21日","1809","中釉","9.71","9.51","0.200000","息","10.45","8.56","9.51","9.51","除權息資料","110年第1季","17.42","0.08",
"109年07月21日","2013","中鋼構","26.45","25.64","0.810000","息","28.20","23.10","25.65","25.64","除權息資料","110年第1季","25.90","0.39",
"109年07月21日","2206","三陽工業","21.65","20.63","1.010088","息","22.65","18.60","20.65","20.63","除權息資料","110年第1季","19.27","0.74",
"109年07月21日","2427","三商電","10.95","10.60","0.350000","息","11.65","9.54","10.60","10.60","除權息資料","110年第1季","12.17","0.13",
"109年07月21日","3257","虹冠電","85.30","79.02","6.274979","權息","86.90","71.20","79.00","79.02","除權息資料","110年第1季","22.67","1.14",
"109年07月21日","3605","宏致","26.15","25.40","0.750000","息","27.90","22.90","25.40","25.40","除權息資料","110年第1季","36.97","1.24",
"109年07月21日","4720","德淵","13.50","13.20","0.299295","息","14.50","11.90","13.20","13.20","除權息資料","110年第1季","12.96","0.07",
"109年07月21日","5515","建國","11.15","10.63","0.519421","息","11.65","9.57","10.65","10.63","除權息資料","110年第1季","18.14","0.54",
"109年07月21日","6415","矽力-KY","1,740.00","1,732.52","7.475263","息","1,905.00","1,560.00","1,735.00","1,732.52","除權息資料","110年第1季","206.66","10.69",
"109年07月21日","6671","三能-KY","41.50","38.50","3.000000","息","42.35","34.65","38.50","38.50","除權息資料","110年第1季","28.04","0.70",
"109年07月21日","9902","台火","10.85","10.45","0.400000","息","11.45","9.41","10.45","10.45","除權息資料","110年第1季","12.60","0.05",
"109年07月22日","1540","喬福","16.45","15.45","1.000000","息","16.95","13.95","15.45","15.45","除權息資料","110年第1季","15.88","0.24",
"109年07月22日","2033","佳大","9.25","9.05","0.200000","息","9.95","8.15","9.05","9.05","除權息資料","110年第1季","12.98","0.04",
"109年07月22日","2392","正崴","43.50","41.00","2.500000","息","45.10","36.90","41.00","41.00","除權息資料","110年第1季","48.68","0.05",
"109年07月22日","2834","臺企銀","11.15","10.42","0.721429","權息","11.45","9.38","10.40","10.42","除權息資料","110年第1季","13.37","0.15",
"109年07月22日","3055","蔚華科","31.45","31.05","0.400000","息","34.15","27.95","31.05","31.05","除權息資料","110年第1季","23.22","-1.06",
"109年07月22日","3406","玉晶光","779.00","770.00","8.991000","息","847.00","693.00","770.00","770.00","除權息資料","110年第1季","143.64","2.50",
"109年07月22日","3543","州巧","18.25","17.45","0.800000","息","19.15","15.75","17.45","17.45","除權息資料","110年第1季","33.35","1.56",
"109年07月22日","3550","聯穎","12.95","12.45","0.500000","息","13.65","11.25","12.45","12.45","除權息資料","110年第1季","22.67","0.46",
"109年07月22日","4560","強信-KY","47.95","43.95","3.990367","息","48.30","39.60","43.95","43.95","除權息資料","110年第1季","22.99","0.28",
"109年07月22日","9918","欣天然","36.80","35.45","1.350000","息","38.95","31.95","35.45","35.45","除權息資料","110年第1季","18.03","0.76",
"109年07月23日","1102","亞泥","46.30","43.30","3.000000","息","47.60","39.00","43.30","43.30","除權息資料","110年第1季","44.87","1.02",
"109年07月23日","1103","嘉泥","18.00","16.99","1.001862","息","18.65","15.30","17.00","16.99","除權息資料","110年第1季","38.96","-0.20",
"109年07月23日","1304","台聚","12.55","12.05","0.500000","息","13.25","10.85","12.05","12.05","除權息資料","110年第1季","20.96","1.16",
"109年07月23日","1305","華夏","19.20","17.80","1.390477","權息","19.55","16.05","17.80","17.80","除權息資料","110年第1季","19.09","1.49",
"109年07月23日","1308","亞聚","19.60","18.09","1.504762","權息","19.85","16.30","18.10","18.09","除權息資料","110年第1季","22.43","0.95",
"109年07月23日","1309","台達化","16.20","15.43","0.763107","權息","16.95","13.90","15.45","15.43","除權息資料","110年第1季","20.03","1.42",
"109年07月23日","1423","利華","13.50","13.38","0.120000","息","14.70","12.05","13.40","13.38","除權息資料","110年第1季","21.87","0.14",
"109年07月23日","1522","堤維西","25.30","23.90","1.400000","息","26.25","21.55","23.90","23.90","除權息資料","110年第1季","21.03","0.25",
"109年07月23日","1529","樂士","17.20","16.70","0.500000","息","18.35","15.05","16.70","16.70","除權息資料","110年第1季","11.17","-0.02",
"109年07月23日","1701","中化","24.50","23.70","0.800000","息","26.05","21.35","23.70","23.70","除權息資料","110年第1季","23.66","0.43",
"109年07月23日","1734","杏輝","38.80","38.60","0.200000","息","42.45","34.75","38.60","38.60","除權息資料","110年第1季","15.88","0.03",
"109年07月23日","1762","中化生","54.70","53.90","0.800000","息","59.20","48.55","53.90","53.90","除權息資料","110年第1季","33.85","1.27",
"109年07月23日","1789","神隆","33.50","33.23","0.270000","息","36.55","29.95","33.25","33.23","除權息資料","110年第1季","13.67","0.11",
"109年07月23日","2030","彰源","10.70","10.18","0.510694","息","11.15","9.17","10.20","10.18","除權息資料","110年第1季","14.34","0.45",
"109年07月23日","2105","正新","35.65","34.65","1.000000","息","38.10","31.20","34.65","34.65","除權息資料","110年第1季","25.20","0.56",
"109年07月23日","2317","鴻海","85.90","81.70","4.200000","息","89.80","73.60","81.70","81.70","除權息資料","110年第1季","91.91","2.03",
"109年07月23日","2345","智邦","247.00","240.80","6.190300","息","264.50","217.00","241.00","240.80","除權息資料","110年第1季","27.98","2.02",
"109年07月23日","2352","佳世達","18.55","17.80","0.750000","息","19.55","16.05","17.80","17.80","除權息資料","110年第1季","19.82","1.07",
"109年07月23日","2354","鴻準","58.00","55.50","2.500000","息","61.00","49.95","55.50","55.50","除權息資料","110年第1季","85.49","0.70",
"109年07月23日","2414","精技","29.40","27.90","1.500000","息","30.65","25.15","27.90","27.90","除權息資料","110年第1季","18.00","0.86",
"109年07月23日","2496","卓越","68.50","60.83","7.662748","權息","66.90","54.80","60.80","60.83","除權息資料","110年第1季","43.69","0.79",
"109年07月23日","2727","王品","79.50","75.05","4.443687","息","82.50","67.60","75.10","75.05","除權息資料","110年第1季","44.22","1.80",
"109年07月23日","2838","聯邦銀","11.50","10.65","0.845795","權息","11.70","9.59","10.65","10.65","除權息資料","110年第1季","18.47","0.31",
"109年07月23日","3515","華擎","172.00","168.00","4.000000","息","184.50","151.50","168.00","168.00","除權息資料","110年第1季","53.39","4.14",
"109年07月23日","4581","光隆精密-KY","41.95","38.95","3.000000","息","42.80","35.10","38.95","38.95","除權息資料","110年第1季","26.35","0.74",
"109年07月23日","4737","華廣","74.00","72.00","1.992511","息","79.20","64.80","72.00","72.00","除權息資料","110年第1季","34.76","0.20",
"109年07月23日","5469","瀚宇博","45.40","43.72","1.673968","息","48.05","39.35","43.70","43.72","除權息資料","110年第1季","57.21","1.48",
"109年07月23日","5522","遠雄","48.95","45.33","3.610441","息","49.85","40.80","45.35","45.33","除權息資料","110年第1季","51.09","0.97",
"109年07月23日","5706","鳳凰","33.15","29.97","3.179417","權息","32.95","27.00","29.95","29.97","除權息資料","110年第1季","18.28","0.87",
"109年07月23日","6189","豐藝","35.10","32.82","2.280000","息","36.10","29.55","32.80","32.82","除權息資料","110年第1季","23.05","1.23",
"109年07月23日","6191","精成科","16.45","15.94","0.500631","息","17.50","14.35","15.95","15.94","除權息資料","110年第1季","31.62","1.33",
"109年07月23日","6226","光鼎","8.70","8.29","0.403900","息","9.11","7.47","8.29","8.29","除權息資料","110年第1季","10.45","0.02",
"109年07月23日","6504","南六","253.00","248.50","4.500000","息","273.00","224.00","248.50","248.50","除權息資料","110年第1季","60.22","1.56",
"109年07月23日","6558","興能高","40.10","39.10","1.000000","息","43.00","35.20","39.10","39.10","除權息資料","110年第1季","16.06","0.29",
"109年07月23日","8443","阿瘦","10.20","10.05","0.150000","息","11.05","9.05","10.05","10.05","除權息資料","110年第1季","18.45","-0.72",
"109年07月23日","8480","泰昇-KY","134.00","127.80","6.200000","息","140.50","115.50","128.00","127.80","除權息資料","110年第1季","48.03","2.31",
"109年07月23日","9905","大華","22.15","21.15","1.000000","息","23.25","19.05","21.15","21.15","除權息資料","110年第1季","24.23","0.40",
"109年07月23日","9917","中保科","89.40","85.40","4.000000","息","93.90","76.90","85.40","85.40","除權息資料","110年第1季","26.89","1.33",
"109年07月24日","2002","中鋼","20.70","20.20","0.500000","息","22.20","18.20","20.20","20.20","除權息資料","110年第1季","19.86","0.58",
"109年07月24日","2002A","中鋼特","54.60","53.20","1.400000","息","58.50","47.90","53.20","53.20","除權息資料","110年第1季","19.86","0.58",
"109年07月24日","2337","旺宏","32.55","31.36","1.189402","息","34.45","28.25","31.35","31.36","除權息資料","110年第1季","20.18","0.50",
"109年07月24日","2360","致茂","185.50","182.49","3.006547","息","200.50","164.50","182.50","182.49","除權息資料","110年第1季","39.47","5.36",
"109年07月24日","4968","立積","265.00","263.09","1.901901","息","289.00","237.00","263.00","263.09","除權息資料","110年第1季","38.64","4.06",
"109年07月24日","6582","申豐","144.00","139.55","4.449474","息","153.50","126.00","139.50","139.55","除權息資料","110年第1季","55.78","9.83",
"109年07月24日","8103","瀚荃","33.75","32.71","1.030980","息","35.95","29.45","32.70","32.71","除權息資料","110年第1季","33.83","0.90",
"109年07月24日","9933","中鼎","38.40","36.40","1.999965","息","40.00","32.80","36.40","36.40","除權息資料","110年第1季","21.28","0.31",
"109年07月27日","1110","東泥","16.50","16.40","0.100000","息","18.00","14.80","16.40","16.40","除權息資料","110年第1季","14.95","0.03",
"109年07月27日","1402","遠東新","29.20","27.70","1.500000","息","30.45","24.95","27.70","27.70","除權息資料","110年第1季","38.58","0.54",
"109年07月27日","1503","士電","48.50","46.90","1.600000","息","51.50","42.25","46.90","46.90","除權息資料","110年第1季","49.46","1.26",
"109年07月27日","1531","高林股","11.25","11.04","0.201524","息","12.10","9.94","11.05","11.04","除權息資料","110年第1季","19.39","0.08",
"109年07月27日","2374","佳能","12.70","12.40","0.300000","息","13.60","11.20","12.40","12.40","除權息資料","110年第1季","19.70","-0.43",
"109年07月27日","2852","第一保","14.20","13.24","0.960000","息","14.55","11.95","13.25","13.24","除權息資料","110年第1季","22.94","0.23",
"109年07月27日","3209","全科","20.40","19.12","1.278706","息","21.00","17.25","19.10","19.12","除權息資料","110年第1季","16.40","0.92",
"109年07月27日","3617","碩天","87.40","82.05","5.350000","息","90.20","73.90","82.10","82.05","除權息資料","110年第1季","51.67","0.90",
"109年07月27日","4526","東台","12.65","12.45","0.200000","息","13.65","11.25","12.45","12.45","除權息資料","110年第1季","18.82","-0.30",
"109年07月27日","4555","氣立","48.00","46.80","1.200000","息","51.40","42.15","46.80","46.80","除權息資料","110年第1季","37.92","0.66",
"109年07月27日","6257","矽格","46.40","44.20","2.197239","息","48.60","39.80","44.20","44.20","除權息資料","110年第1季","29.06","1.27",
"109年07月27日","6277","宏正","90.00","84.70","5.300000","息","93.10","76.30","84.70","84.70","除權息資料","110年第1季","38.18","1.43",
"109年07月27日","8021","尖點","23.85","22.65","1.200000","息","24.90","20.40","22.65","22.65","除權息資料","110年第1季","31.79","0.65",
"109年07月27日","8404","百和興業-KY","29.35","28.75","0.600000","息","31.60","25.90","28.75","28.75","除權息資料","110年第1季","17.36","1.24",
"109年07月28日","1220","台榮","11.90","11.30","0.600000","息","12.40","10.20","11.30","11.30","除權息資料","110年第1季","13.74","0.37",
"109年07月28日","1231","聯華食","44.80","41.14","3.657143","權息","45.25","37.05","41.15","41.14","除權息資料","110年第1季","23.09","1.02",
"109年07月28日","2069","運錩","15.55","15.05","0.500000","息","16.55","13.55","15.05","15.05","除權息資料","110年第1季","21.88","0.65",
"109年07月28日","2355","敬鵬","27.20","26.20","1.000000","息","28.80","23.60","26.20","26.20","除權息資料","110年第1季","38.34","-0.14",
"109年07月28日","2365","昆盈","8.82","8.40","0.417832","息","9.24","7.56","8.40","8.40","除權息資料","110年第1季","13.46","0.22",
"109年07月28日","2478","大毅","78.00","76.20","1.800000","息","83.80","68.60","76.20","76.20","除權息資料","110年第1季","42.12","1.75",
"109年07月28日","2495","普安","13.45","12.84","0.606001","息","14.10","11.60","12.85","12.84","除權息資料","110年第1季","14.62","0.12",
"109年07月28日","2534","宏盛","17.65","17.15","0.500000","息","18.85","15.45","17.15","17.15","除權息資料","110年第1季","27.93","0.37",
"109年07月28日","2849","安泰銀","15.10","14.37","0.730000","息","15.80","12.95","14.35","14.37","除權息資料","110年第1季","17.85","0.29",
"109年07月28日","2884","玉山金","28.95","26.08","2.869512","權息","28.65","23.50","26.10","26.08","除權息資料","110年第1季","14.91","0.41",
"109年07月28日","3047","訊舟","10.90","10.75","0.150000","息","11.80","9.68","10.75","10.75","除權息資料","110年第1季","11.47","-0.16",
"109年07月28日","3708","上緯投控","101.00","96.99","4.001870","息","106.50","87.30","97.00","96.99","除權息資料","110年第1季","58.15","0.59",
"109年07月28日","4989","榮科","18.50","17.90","0.600000","息","19.65","16.15","17.90","17.90","除權息資料","110年第1季","14.14","0.64",
"109年07月28日","6141","柏承","19.05","18.64","0.403257","息","20.50","16.80","18.65","18.64","除權息資料","110年第1季","19.73","0.62",
"109年07月28日","6177","達麗","32.00","27.27","4.725422","權息","29.95","24.55","27.25","27.27","除權息資料","110年第1季","14.47","-0.10",
"109年07月28日","6715","嘉基","148.00","146.20","1.800000","息","160.50","132.00","146.00","146.20","除權息資料","110年第1季","30.04","0.89",
"109年07月28日","8467","波力-KY","53.00","51.00","2.000000","息","56.10","45.90","51.00","51.00","除權息資料","110年第1季","27.62","0.31",
"109年07月28日","9942","茂順","68.40","64.20","4.200000","息","70.60","57.80","64.20","64.20","除權息資料","110年第1季","37.82","1.50",
"109年07月29日","1446","宏和","27.60","27.30","0.300000","息","30.00","24.60","27.30","27.30","除權息資料","110年第1季","11.47","0.15",
"109年07月29日","3380","明泰","23.95","23.50","0.440539","息","25.85","21.15","23.50","23.50","除權息資料","110年第1季","18.20","0.21",
"109年07月29日","5284","jpp-KY","39.20","37.30","1.900000","息","41.00","33.60","37.30","37.30","除權息資料","110年第1季","41.15","1.25",
"109年07月29日","6416","瑞祺電通","144.00","141.17","2.823716","息","155.00","127.50","141.00","141.17","除權息資料","110年第1季","43.42","1.00",
"109年07月29日","6449","鈺邦","36.70","35.70","1.000000","息","39.25","32.15","35.70","35.70","除權息資料","110年第1季","27.85","0.82",
"109年07月29日","8427","基勝-KY","43.90","43.53","0.370000","息","47.85","39.20","43.55","43.53","除權息資料","110年第1季","37.14","1.32",
"109年07月29日","8473","山林水","49.40","47.40","2.000000","息","52.10","42.70","47.40","47.40","除權息資料","110年第1季","42.67","1.08",
"109年07月29日","8996","高力","66.40","64.40","2.000000","息","70.80","58.00","64.40","64.40","除權息資料","110年第1季","19.93","0.20",
"109年07月29日","9904","寶成","26.50","25.25","1.250000","息","27.75","22.75","25.25","25.25","除權息資料","110年第1季","41.37","2.13",
"109年07月29日","9937","全國","47.25","45.25","2.000000","息","49.75","40.75","45.25","45.25","除權息資料","110年第1季","17.66","0.77",
"109年07月30日","1470","大統新創","19.15","18.35","0.800000","息","20.15","16.55","18.35","18.35","除權息資料","110年第1季","10.97","0.08",
"109年07月30日","1519","華城","34.75","33.75","1.000000","息","37.10","30.40","33.75","33.75","除權息資料","110年第1季","12.32","0.04",
"109年07月30日","1525","江申","48.45","46.45","2.000000","息","51.00","41.85","46.45","46.45","除權息資料","110年第1季","59.70","1.18",
"109年07月30日","1617","榮星","11.90","11.60","0.300000","息","12.75","10.45","11.60","11.60","除權息資料","110年第1季","12.74","0.46",
"109年07月30日","1720","生達","42.85","41.35","1.500000","息","45.45","37.25","41.35","41.35","除權息資料","110年第1季","23.77","1.17",
"109年07月30日","2351","順德","47.00","45.20","1.800000","息","49.70","40.70","45.20","45.20","除權息資料","110年第1季","32.16","1.02",
"109年07月30日","2511","太子","10.20","9.70","0.500000","息","10.65","8.73","9.70","9.70","除權息資料","110年第1季","15.63","0.51",
"109年07月30日","2535","達欣工","23.30","21.90","1.392289","息","24.05","19.75","21.90","21.90","除權息資料","110年第1季","23.45","0.68",
"109年07月30日","2850","新產","36.20","34.40","1.800000","息","37.80","31.00","34.40","34.40","除權息資料","110年第1季","43.99","1.49",
"109年07月30日","3023","信邦","180.00","174.70","5.300000","息","192.00","157.50","174.50","174.70","除權息資料","110年第1季","42.15","2.52",
"109年07月30日","3042","晶技","74.50","72.00","2.500000","息","79.20","64.80","72.00","72.00","除權息資料","110年第1季","33.84","2.04",
"109年07月30日","3533","嘉澤","466.00","455.50","10.500000","息","501.00","410.00","455.50","455.50","除權息資料","110年第1季","138.14","8.06",
"109年07月30日","4104","佳醫","59.70","56.40","3.300000","息","62.00","50.80","56.40","56.40","除權息資料","110年第1季","51.11","0.93",
"109年07月30日","4106","雃博","32.05","31.60","0.450000","息","34.75","28.45","31.60","31.60","除權息資料","110年第1季","20.96","0.29",
"109年07月30日","4536","拓凱","161.50","155.50","6.000000","息","171.00","140.00","155.50","155.50","除權息資料","110年第1季","61.03","2.51",
"109年07月30日","4566","時碩工業","38.05","36.40","1.644151","息","40.00","32.80","36.40","36.40","除權息資料","110年第1季","34.18","0.78",
"109年07月30日","6230","尼得科超眾","258.50","253.63","4.870000","息","278.50","228.50","253.50","253.63","除權息資料","110年第1季","52.85","1.92",
"109年07月30日","6239","力成","103.50","99.00","4.500000","息","108.50","89.10","99.00","99.00","除權息資料","110年第1季","61.52","2.21",
"109年07月30日","6269","台郡","150.00","145.02","4.974806","息","159.50","131.00","145.00","145.02","除權息資料","110年第1季","67.38","1.45",
"109年07月30日","6670","復盛應用","175.50","167.50","8.000000","息","184.00","151.00","167.50","167.50","除權息資料","110年第1季","54.32","5.84",
"109年07月30日","8016","矽創","147.00","140.50","6.500000","息","154.50","126.50","140.50","140.50","除權息資料","110年第1季","54.58","6.55",
"109年07月31日","2395","研華","345.50","307.04","38.452086","權息","337.50","276.50","307.00","307.04","除權息資料","110年第1季","40.61","2.48",
"109年07月31日","2530","華建","16.20","16.10","0.100000","息","17.70","14.50","16.10","16.10","除權息資料","110年第1季","11.77","-0.04",
"109年07月31日","2630","亞航","16.45","16.37","0.080000","息","18.00","14.75","16.35","16.37","除權息資料","110年第1季","12.51","0.18",
"109年07月31日","2897","王道銀行","7.31","6.90","0.400953","息","7.59","6.21","6.90","6.90","除權息資料","110年第1季","11.92","0.17",
"109年07月31日","2897A","王道銀甲特","10.45","10.02","0.425000","息","11.00","9.02","10.00","10.02","除權息資料","110年第1季","11.92","0.17",
"109年07月31日","3501","維熹","48.25","45.25","3.000000","息","49.75","40.75","45.25","45.25","除權息資料","110年第1季","48.24","0.67",
"109年07月31日","3702","大聯大","43.50","41.10","2.400000","息","45.20","37.00","41.10","41.10","除權息資料","110年第1季","36.20","1.44",
"109年07月31日","3702A","大聯大甲特","51.10","50.52","0.575342","息","55.50","45.50","50.50","50.52","除權息資料","110年第1季","36.20","1.44",
"109年07月31日","4306","炎洲","11.75","11.44","0.305107","息","12.55","10.30","11.45","11.44","除權息資料","110年第1季","19.07","1.83",
"109年07月31日","5243","乙盛-KY","36.00","34.20","1.800000","息","37.60","30.80","34.20","34.20","除權息資料","110年第1季","35.67","0.81",
"109年08月03日","1442","名軒","17.80","16.81","0.986897","息","18.45","15.15","16.80","16.81","除權息資料","110年第1季","15.18","0.12",
"109年08月03日","2228","劍麟","88.00","83.00","5.000000","息","91.30","74.70","83.00","83.00","除權息資料","110年第1季","49.31","0.85",
"109年08月03日","2382","廣達","81.80","78.10","3.700000","息","85.90","70.30","78.10","78.10","除權息資料","110年第1季","40.44","1.84",
"109年08月03日","2545","皇翔","37.50","36.30","1.200000","息","39.90","32.70","36.30","36.30","除權息資料","110年第1季","35.54","0.68",
"109年08月03日","2636","台驊投控","29.10","27.78","1.317706","息","30.55","25.05","27.80","27.78","除權息資料","110年第1季","31.08","3.16",
"109年08月03日","4927","泰鼎-KY","80.40","77.40","2.999922","息","85.10","69.70","77.40","77.40","除權息資料","110年第1季","39.12","0.81",
"109年08月03日","5264","鎧勝-KY","69.50","68.48","1.010211","息","75.30","61.70","68.50","68.48","除權息資料","109年第3季","72.02","0.56",
"109年08月03日","6477","安集","40.60","39.64","0.956669","息","43.60","35.70","39.65","39.64","除權息資料","110年第1季","23.36","0.09",
"109年08月03日","9938","百和","64.50","61.50","3.000000","息","67.60","55.40","61.50","61.50","除權息資料","110年第1季","31.79","1.95",
"109年08月04日","1530","亞崴","31.55","30.05","1.500000","息","33.05","27.05","30.05","30.05","除權息資料","110年第1季","32.52","0.25",
"109年08月04日","2393","億光","35.65","34.25","1.399577","息","37.65","30.85","34.25","34.25","除權息資料","110年第1季","40.60","1.03",
"109年08月04日","2476","鉅祥","20.65","19.35","1.300000","息","21.25","17.45","19.35","19.35","除權息資料","110年第1季","26.00","0.60",
